Mombo_ShotID,Club,Time,Golfer,Shot,Video,Ball_mph,Club_mph,Smash_Factor,Carry_yds,Total_yds,Roll_yds,Swing_H,Spin_rpm,Height_ft,Time_s,AOA,Spin_Loft,Swing_V,Spin_Axis,Lateral_yds,Shot_Type,FTP,FTT,Dynamic_Loft,Club_Path,Launch_H,Launch_V,Low_Point_ftin,DescentV,Curve_Dist_yds,Lateral_Impact_in,Vertical_Impact_in,Mode,Location,Unnamed_35,Unnamed_36,Unnamed_37,Unnamed_38,Unnamed_39,Unnamed_40,Comment,User1,User2,Exclude
00760,7 Iron,20241222  8:14:00 PM,Dave,12,,93.3,79.8,1.17,118.1,126.1,8,8.6 L,5755,39.3,4.1,5.8,26.9,63.1,1.3 L,12.9 L,Pull,0.6 L,6.2 L,21.1,5.6 L,6.1 L,14.6,4.7,31.1,,0.4,0.18,Indoor ,2211 Glenmount,,,,,,,,,,
00761,7 Iron,20241222  8:14:00 PM,Dave,13,,85.3,81.2,1.05,103.7,111.4,7.6,6.2 L,6101,38.1,3.9,6.2,38.5,59.8,28 R,26 R,Push/Fade,18.2 R,15.6 R,28.1,2.6 L,10 R,17.6,5.6,32.3,,0.95,0.31,Indoor ,2211 Glenmount,,,,,,,,,,
00762,7 Iron,20241222  8:14:00 PM,Dave,14,,96.3,71.1,1.35,126,132.2,6.2,13.4 L,6091,47.7,4.5,7.8,32.9,62.5,7.5 R,10.6 L,Pull/Fade,4.3 R,5 L,24.8,9.3 L,6.2 L,15.8,6.2,34.7,,0.22,0.27,Indoor ,2211 Glenmount,,,,,,,,,,
00763,7 Iron,20241222  8:14:00 PM,Dave,15,,100.9,76.2,1.33,134,140.5,6.5,11.4 L,6056,48,4.6,6.9,28.2,62.2,1.4 R,16.2 L,Pull,0.7 R,7 L,21.2,7.7 L,7.2 L,14.3,5.6,34,,0.8,0.27,Indoor ,2211 Glenmount,,,,,,,,,,
00764,7 Iron,20241222  8:14:00 PM,Dave,16,,73.5,77,0.95,73.5,84.9,11.4,11.8 L,6810,20.8,2.8,7.7,49.6,59.9,45 R,27.9 R,Push/Slice,36.1 R,28.7 R,27.6,7.4 L,16.8 R,15.9,6.4,24.6,,0.45,0.33,Indoor ,2211 Glenmount,,,,,,,,,,
00765,7 Iron,20241222  8:14:00 PM,Dave,17,,84.7,70.7,1.2,100.7,108.5,7.8,11.6 L,6178,33.4,3.7,7.4,32.4,63.7,10.9 R,3.1 L,Fade,6.1 R,1.8 L,24.5,7.9 L,3.5 L,15.8,5.7,30,,1.04,0.11,Indoor ,2211 Glenmount,,,,,,,,,,
00766,7 Iron,20241222  8:14:00 PM,Dave,18,,95,75.9,1.25,126.5,129.4,2.9,9.4 L,5799,55,4.7,5.5,35,58.7,15.9 R,8.3 R,Fade,9.6 R,3.5 R,28.2,6.1 L,0.8 R,18.5,4.8,37.7,,0.77,0.39,Indoor ,2211 Glenmount,,,,,,,,,,
00767,7 Iron,20241222  8:14:00 PM,Dave,19,,106.9,80.6,1.33,149.8,151.9,2.1,7.3 L,5860,66.5,5.3,5.2,29.3,58.9,0.5 L,11.5 L,Pull,0.3 L,4.4 L,24,4.1 L,4.3 L,16.6,4.6,39.7,,0.83,0.29,Indoor ,2211 Glenmount,,,,,,,,,,
00768,7 Iron,20241222  8:14:00 PM,Dave,20,,93.6,78.3,1.19,124.3,126.9,2.6,4.2 L,5695,55.1,4.7,2.6,28.9,61.6,0.4 R,5.6 L,Straight,0.2 R,2.6 L,26.3,2.8 L,2.6 L,19,2.3,38.1,,0.47,0.19,Indoor ,2211 Glenmount,,,,,,,,,,
00769,7 Iron,20241222  8:14:00 PM,Dave,21,,93.8,78.2,1.2,123.5,126.1,2.7,9.1 L,5989,52.3,4.6,5.1,32.9,60.6,13 R,3.3 R,Fade,7.4 R,1.2 R,27,6.2 L,0.9 L,18.1,4.3,37,,0.05,0.02,Indoor ,2211 Glenmount,,,,,,,,,,
00770,7 Iron,20241222  8:14:00 PM,Dave,22,,90.5,75.1,1.21,117.7,119.1,1.4,7 L,6531,56.3,4.7,3.9,34.4,62.2,10.6 R,3.4 R,Fade,6.4 R,1.5 R,30,4.9 L,0.4 L,20.3,3.4,39.8,,0.1,0.18,Indoor ,2211 Glenmount,,,,,,,,,,
00771,7 Iron,20241222  8:14:00 PM,Dave,23,,105.9,80.4,1.32,147.2,149.4,2.2,8.9 L,5926,63.6,5.2,7.6,34.1,60.5,11.4 R,6.8 R,Fade,6.7 R,2.2 R,25.9,4.6 L,0.3 R,16.4,6.5,38.9,,0.66,0.2,Indoor ,2211 Glenmount,,,,,,,,,,
00772,7 Iron,20241222  8:14:00 PM,Dave,24,,99.5,77,1.29,135,137,2,10.1 L,6118,61.1,5,6,34.6,59.1,13.2 R,4.2 R,Fade,7.9 R,1.4 R,27.7,6.6 L,0.9 L,18.1,5.2,39.3,,0.63,0.34,Indoor ,2211 Glenmount,,,,,,,,,,
00773,7 Iron,20241222  8:14:00 PM,Dave,25,,93.4,78.3,1.19,121,127.6,6.7,4.3 L,5809,45.5,4.4,4.5,28,63.1,8.9 R,5.8 R,Fade,4.3 R,2.3 R,23.2,2.1 L,1.2 R,16.4,3.7,34.1,,0.04,0.22,Indoor ,2211 Glenmount,,,,,,,,,,
00774,8 Iron,20241222  8:14:00 PM,Dave,1,,94.1,73.5,1.28,120.2,126.9,6.7,9.5 L,6197,42.5,4.3,8.6,32.9,59.1,6.1 R,1.4 L,Fade,3.5 R,0.8 L,24.1,4.3 L,1.8 L,15.1,7.2,32.8,,0.81,0.69,Indoor ,2211 Glenmount,,,,,,,,,,
00775,8 Iron,20241222  8:14:00 PM,Dave,2,,90.8,76.6,1.19,117.5,120.4,2.9,3.9 L,5820,48.8,4.4,4.5,31.1,61.4,3.6 R,1.3 R,Straight,2 R,0.5 R,26.5,1.5 L,0 L,18.3,3.9,36.1,,0.28,0.03,Indoor ,2211 Glenmount,,,,,,,,,,
00776,8 Iron,20241222  8:14:00 PM,Dave,3,,97.4,82.4,1.18,130.3,131.1,0.8,7.9 L,7027,69.3,5.2,7.1,41.4,60.4,10.6 R,8.4 R,Fade,7.7 R,3.8 R,33.6,3.8 L,1.4 R,20.7,6.1,43.2,,0.52,0.06,Indoor ,2211 Glenmount,,,,,,,,,,
00777,8 Iron,20241222  8:14:00 PM,Dave,4,,89.5,77.2,1.16,115.5,117.6,2.1,8.8 L,6217,52.2,4.5,6.7,40.5,60.7,17.3 R,13 R,Fade,12.1 R,7.1 R,32.1,5 L,3.3 R,19.9,5.7,38.1,,0.99,0.41,Indoor ,2211 Glenmount,,,,,,,,,,
00778,8 Iron,20241222  8:14:00 PM,Dave,5,,88.9,77.2,1.15,112.7,117.3,4.6,1.6 L,6779,47.9,4.4,2.3,27.4,61,2.8 L,3.6 L,Straight,1.3 L,1.7 L,25,0.4 L,1.4 L,18.4,2.3,36.8,,0.11,0.19,Indoor ,2211 Glenmount,,,,,,,,,,
00779,8 Iron,20241222  8:14:00 PM,Dave,6,,94.8,77.2,1.23,126.7,128.7,2,8.2 L,5967,58.8,4.8,6.3,37.3,62.1,10.8 R,4.7 R,Fade,7 R,2.2 R,30.4,4.9 L,0.1 R,19.4,5.2,39.4,,0.67,0.26,Indoor ,2211 Glenmount,,,,,,,,,,
00780,8 Iron,20241222  8:14:00 PM,Dave,7,,89.6,77.6,1.15,116.6,118.4,1.8,6.4 L,6158,55.6,4.6,5,37.4,63.4,11.6 R,7.1 R,Fade,7.5 R,3.6 R,31.7,3.9 L,1.3 R,20.7,4.3,39.4,,0.85,0.05,Indoor ,2211 Glenmount,,,,,,,,,,
00781,8 Iron,20241222  8:14:00 PM,Dave,8,,88.4,71.7,1.23,113.7,114.6,0.9,12.1 L,7053,60.9,4.7,7.3,46.4,62.2,16 R,6.9 R,Fade,12.8 R,4.6 R,37.5,8.2 L,0.4 R,22.7,6,42.4,,0.28,0.35,Indoor ,2211 Glenmount,,,,,,,,,,
00782,8 Iron,20241222  8:14:00 PM,Dave,9,,70.7,66.1,1.07,76.7,82,5.3,7.3 L,7272,29.3,3.3,4.6,34.4,65.3,8.5 R,0.6 L,Fade,5.1 R,0.1 L,29.4,5.2 L,1.6 L,19.7,3.8,32,,0.63,0.08,Indoor ,2211 Glenmount,,,,,,,,,,
00783,8 Iron,20241222  8:14:00 PM,Dave,10,,93.5,76,1.23,121.4,127,5.6,13.4 L,6232,48.7,4.5,8.1,35.9,61.6,8.9 R,7.3 L,Pull/Fade,5.6 R,3.5 L,27.4,9 L,5.1 L,17.1,6.3,35.8,,0.27,0.16,Indoor ,2211 Glenmount,,,,,,,,,,
00784,8 Iron,20241222  8:14:00 PM,Dave,11,,101.8,78.1,1.3,133,140,7,11.9 L,6359,43.6,4.5,8.6,28.3,60.7,0 R,16.3 L,Pull,0 R,7.1 L,19.8,7.1 L,7.1 L,12.7,7.2,32.2,,0.39,0.72,Indoor ,2211 Glenmount,,,,,,,,,,
00785,8 Iron,20241222  8:14:00 PM,Dave,12,,92.4,75.4,1.23,120.8,122.6,1.8,10.8 L,6329,54.2,4.6,7.8,39.3,59.9,9.7 R,0.4 R,Fade,6.7 R,0.4 R,31,6.2 L,1.6 L,19,6.6,38.4,,0.85,0.73,Indoor ,2211 Glenmount,,,,,,,,,,
00786,8 Iron,20241222  8:14:00 PM,Dave,13,,99,76.7,1.29,133.9,136.6,2.7,7.9 L,5809,56.3,4.8,4.8,29.4,64,0.4 R,12.3 L,Pull,0.2 R,5.3 L,24.6,5.5 L,5.4 L,17.1,4,37.4,,0.43,0.03,Indoor ,2211 Glenmount,,,,,,,,,,
00787,8 Iron,20241222  8:14:00 PM,Dave,14,,94.5,75.4,1.25,125.3,126,0.8,5.8 L,6949,72.7,5.2,5.7,43.6,62.9,12.9 R,14 R,Push/Fade,9.8 R,6.9 R,37,2.9 L,3.7 R,23,4.8,44.9,,0.02,0.4,Indoor ,2211 Glenmount,,,,,,,,,,
00788,8 Iron,20241222  8:14:00 PM,Dave,15,,90.1,76.8,1.17,117.2,119,1.8,9.4 L,6234,55.1,4.6,6.6,39.9,61.1,12.4 R,4.9 R,Fade,8.6 R,2.8 R,32.5,5.8 L,0.1 R,20.3,5.7,39.2,,0.59,0.05,Indoor ,2211 Glenmount,,,,,,,,,,
00789,8 Iron,20241222  8:14:00 PM,Dave,16,,84.4,75.4,1.12,106,107.5,1.5,3.1 L,6467,50.1,4.3,5.9,40.1,63.6,10 L,12.3 L,Pull/Draw,7 L,7.2 L,33.7,0.2 L,5 L,21.3,5.3,38.7,,1.2,1.18,Indoor ,2211 Glenmount,,,,,,,,,,
00790,8 Iron,20241222  8:14:00 PM,Dave,17,,95.5,74.4,1.28,127.4,128.2,0.8,11.6 L,6805,73.6,5.2,7.4,46.3,59.2,12.4 R,4.8 R,Fade,10 R,2.8 R,37.9,7.2 L,0.5 L,22.8,6.3,44.8,,0.37,0.42,Indoor ,2211 Glenmount,,,,,,,,,,
00791,8 Iron,20241222  8:14:00 PM,Dave,18,,95.5,75,1.27,127.6,129.6,2,9.4 L,6054,57.9,4.8,7.4,38.2,60.3,10.3 R,3.5 R,Fade,6.8 R,1.6 R,30.3,5.2 L,0.4 L,18.8,6.3,38.9,,0.44,0.54,Indoor ,2211 Glenmount,,,,,,,,,,
00792,8 Iron,20241222  8:14:00 PM,Dave,19,,94.5,77.1,1.23,125.6,127.6,2,9.4 L,6074,57.3,4.8,7.3,38.9,61.1,11.8 R,5.3 R,Fade,8 R,2.6 R,30.8,5.4 L,0.1 R,19.1,6.2,38.9,,0.83,0.46,Indoor ,2211 Glenmount,,,,,,,,,,
00793,8 Iron,20241222  8:14:00 PM,Dave,20,,95.3,77,1.24,125.3,126.8,1.5,10.5 L,6690,55.3,4.7,6.4,34.7,59.9,10.4 R,0.5 L,Fade,6.3 R,0.5 L,27.8,6.8 L,2.3 L,18,5.9,38.4,,0.48,0.22,Indoor ,2211 Glenmount,,,,,,,,,,
00794,8 Iron,20241222  8:14:00 PM,Dave,21,,98.9,76.1,1.3,133.5,135.4,1.9,9.3 L,6149,58.9,4.9,7.5,35.7,60.8,5.5 R,3.5 L,Fade,3.4 R,1.6 L,28,5.1 L,2.6 L,17.7,6.7,38.7,,0.69,0.36,Indoor ,2211 Glenmount,,,,,,,,,,
00795,8 Iron,20241222  8:14:00 PM,Dave,22,,84.4,74.1,1.14,105.8,106.9,1.1,10.5 L,7058,53.6,4.4,6.3,44.9,61.2,18.2 R,10.5 R,Fade,14.1 R,7.1 R,36.7,7 L,2.4 R,22.4,5.1,40.5,,0.27,0.37,Indoor ,2211 Glenmount,,,,,,,,,,
00796,8 Iron,20241222  8:14:00 PM,Dave,23,,79.6,78.2,1.02,86.7,97.2,10.5,10.7 L,6415,25.8,3.2,7.2,43.2,58.1,38.6 R,26.1 R,Push/Slice,27.3 R,21.1 R,26.9,6.2 L,12.2 R,15.7,6.4,26.5,,0.54,0.72,Indoor ,2211 Glenmount,,,,,,,,,,
00797,8 Iron,20241222  8:14:00 PM,Dave,24,,85.4,84.5,1.01,103.6,109.1,5.4,9.1 L,7006,39.2,4,7.7,34.7,63.5,1.9 L,11.5 L,Pull,1.1 L,6.4 L,27,5.3 L,6.1 L,17.1,6.2,33.6,,0.21,0.1,Indoor ,2211 Glenmount,,,,,,,,,,
00798,8 Iron,20241222  8:14:00 PM,Dave,25,,99,74.6,1.33,132.2,134.2,2,13.5 L,6360,54.6,4.8,8.2,34.5,60.1,4.8 R,13.2 L,Pull/Fade,2.9 R,5.9 L,26.2,8.8 L,6.7 L,16.4,6.6,37.2,,0.65,0.27,Indoor ,2211 Glenmount,,,,,,,,,,
00799,9 Iron,20250119  8:23:00 PM,Dave,1,,81,70.5,1.15,99.3,99.7,0.4,12.3 L,7821,62.3,4.7,7.9,53.2,58.9,12.6 R,4.4 R,Fade,11.7 R,4.1 R,44.2,7.6 L,0.2 R,26.9,6,45.6,,0.08,0.45,Indoor ,2211 Glenmount,,,,,,,,,,
00800,9 Iron,20250119  8:23:00 PM,Dave,2,,85.1,73.6,1.16,108.4,110,1.6,9.4 L,6183,53,4.4,7.7,44.3,61.1,6.2 R,1.6 L,Fade,4.8 R,0.3 L,36.4,5.1 L,1.9 L,21.8,5.8,39.5,,0.13,0.13,Indoor ,2211 Glenmount,,,,,,,,,,
00801,9 Iron,20250119  8:23:00 PM,Dave,3,,75.5,65.7,1.15,85,95.5,10.5,5.6 L,4238,28.2,3.3,6,33.8,65.7,9.2 L,11.7 L,Pull/Draw,5.4 L,8.4 L,27.4,2.9 L,6.8 L,18,4.5,28.2,,0.12,0.29,Indoor ,2211 Glenmount,,,,,,,,,,
00802,9 Iron,20250119  8:23:00 PM,Dave,4,,79.5,67.5,1.18,98.4,101.1,2.7,10.8 L,5464,47.1,4.1,8.1,46.5,60.9,5.8 R,3.9 L,Fade,4.7 R,1.6 L,38.3,6.3 L,3.1 L,22.9,6.2,38.1,,0.47,0.12,Indoor ,2211 Glenmount,,,,,,,,,,
00803,9 Iron,20250119  8:23:00 PM,Dave,5,,96.9,73.1,1.33,133.2,135.9,2.7,8.4 L,5250,64.9,5,6.7,39.1,61.4,2.9 L,15.4 L,Pull,2 L,6.7 L,32.4,4.7 L,6.1 L,20.3,5.3,40.5,,0.03,0.21,Indoor ,2211 Glenmount,,,,,,,,,,
00804,9 Iron,20250119  8:23:00 PM,Dave,6,,95,73,1.3,128.7,130.2,1.6,8.2 L,5811,68,5.1,7,42.3,59.5,0.4 R,8.4 L,Pull,0.3 R,3.7 L,35.3,4 L,3.8 L,21.7,5.7,42.4,,0.26,0.49,Indoor ,2211 Glenmount,,,,,,,,,,
00805,9 Iron,20250119  8:23:00 PM,Dave,7,,95,75.1,1.27,129.1,131,2,3.5 L,5554,65.2,5,6.9,40.8,62.9,0.2 R,0.2 R,Straight,0.1 R,0.1 R,33.9,0 R,0.1 R,21.1,5.3,41.3,,0.26,0.11,Indoor ,2211 Glenmount,,,,,,,,,,
00806,9 Iron,20250119  8:23:00 PM,Dave,8,,95.1,73.7,1.29,128.5,130,1.5,4.5 L,5957,68.1,5.1,7.3,42.8,61.2,2.1 R,2.3 R,Straight,1.6 R,1.1 R,35.5,0.4 L,0.6 R,21.6,5.7,42.5,,0.28,0.43,Indoor ,2211 Glenmount,,,,,,,,,,
00807,9 Iron,20250119  8:23:00 PM,Dave,9,,94.5,73,1.29,125.4,126.1,0.7,4.9 L,6855,75.6,5.3,8.2,48,60.6,6.1 R,9.6 R,Fade,5.1 R,4.8 R,39.6,0.3 L,3.1 R,23.7,6.5,45.7,,0.02,0.58,Indoor ,2211 Glenmount,,,,,,,,,,
00808,9 Iron,20250119  8:23:00 PM,Dave,10,,84.2,70.7,1.19,108.1,109.4,1.3,5.7 L,5881,61.9,4.7,5.2,46.3,63.1,10.1 R,7.7 R,Fade,8.1 R,5 R,40.5,3.1 L,2.3 R,25.4,3.5,43.2,,0.09,0.12,Indoor ,2211 Glenmount,,,,,,,,,,
00809,9 Iron,20250119  8:23:00 PM,Dave,11,,86.7,71.7,1.21,112.2,114.7,2.5,8.6 L,5578,54.1,4.5,5.8,40.3,62,7 R,2 L,Fade,4.9 R,0.7 L,34.3,5.6 L,2.2 L,21.7,4.1,39.2,,0.01,0.19,Indoor ,2211 Glenmount,,,,,,,,,,
00810,9 Iron,20250119  8:23:00 PM,Dave,12,,96.6,75.9,1.27,128.5,129.2,0.7,6.7 L,7180,70.8,5.2,8.8,45.3,60.9,5.1 R,4.4 R,Fade,4 R,2.2 R,36.3,1.8 L,0.9 R,21.3,6.9,44,,0.32,0.41,Indoor ,2211 Glenmount,,,,,,,,,,
00811,Pitching Wedge,20250119  8:23:00 PM,Dave,1,,88.5,68.3,1.29,113.7,114.1,0.5,9 L,7220,71.4,5.1,10.8,54.5,64.6,0.9 R,6 L,Straight,0.8 R,3 L,43.7,3.8 L,3.2 L,25.6,6.8,46.2,,0.35,0.7,Indoor ,2211 Glenmount,,,,,,,,,,
00812,Pitching Wedge,20250119  8:23:00 PM,Dave,2,,83.6,70.5,1.19,106.7,108,1.3,8.7 L,6053,59.3,4.6,8.6,49.8,66.8,2.4 L,12.5 L,Pull,2 L,7 L,41.2,5 L,6.3 L,24.7,5.1,42.5,,0.11,0.14,Indoor ,2211 Glenmount,,,,,,,,,,
00813,Pitching Wedge,20250119  8:23:00 PM,Dave,3,,80,68.2,1.17,97.7,100.9,3.2,1.8 R,7239,50.5,4.3,10.6,52.4,61.7,14.6 R,31.7 R,Push/Fade,13.3 R,20.9 R,40.4,7.6 R,16.5 R,23.5,7.2,40.6,,1.13,0.97,Indoor ,2211 Glenmount,,,,,,,,,,
00814,Pitching Wedge,20250119  8:23:00 PM,Dave,4,,95.1,72.9,1.3,124.6,124.8,0.3,0.2 L,7610,82.2,5.4,11.5,55,63.3,6.6 L,0.2 L,Draw,6.3 L,0.7 L,43.2,5.7 R,1.5 R,25,7.8,47.9,,0.07,1.14,Indoor ,2211 Glenmount,,,,,,,,,,
00815,Pitching Wedge,20250119  8:23:00 PM,Dave,5,,89.6,71.3,1.26,117.4,118.9,1.4,1.5 R,6239,62.1,4.8,8.3,47.8,65.4,15.3 L,12.6 L,Draw,12.7 L,7.4 L,38,5.3 R,3.2 L,22.6,5.1,42,,0.48,0.48,Indoor ,2211 Glenmount,,,,,,,,,,
00816,Pitching Wedge,20250119  8:23:00 PM,Dave,6,,92.2,72.9,1.26,119.2,119.5,0.4,0.3 R,7910,65.3,5,11.9,50.4,60.9,4.2 L,7.5 R,Push/Draw,3.7 L,3.3 R,38.3,7 R,4.5 R,21.7,8.5,43.6,,0.19,1.18,Indoor ,2211 Glenmount,,,,,,,,,,
00817,Pitching Wedge,20250119  8:23:00 PM,Dave,7,,92.5,71.9,1.29,120.4,120.9,0.4,0.1 L,7575,71.9,5.1,12,53.6,62.9,7.9 L,1 L,Draw,7.3 L,1.2 L,41.1,6.1 R,1.2 R,23.5,8,45.5,,0.05,1.18,Indoor ,2211 Glenmount,,,,,,,,,,
00818,Pitching Wedge,20250119  8:23:00 PM,Dave,8,,96.2,74.6,1.29,125.7,125.6,0,0.7 L,7529,91.4,5.7,9.4,54.6,62.2,5.8 L,1.6 L,Draw,5.5 L,1.2 L,45,4.3 R,0.6 R,27,6.2,50,,0.24,0.9,Indoor ,2211 Glenmount,,,,,,,,,,
00819,Pitching Wedge,20250119  8:23:00 PM,Dave,9,,89.4,74,1.21,114.8,115.3,0.5,2.6 L,7555,66.5,4.9,11,51.9,60.9,5.5 L,1.8 L,Draw,5 L,1.4 L,40.7,3.6 R,0.3 R,23.5,8,44.5,,0.01,1.18,Indoor ,2211 Glenmount,,,,,,,,,,
00820,Pitching Wedge,20250119  8:23:00 PM,Dave,10,,87.4,70.5,1.24,110.2,110.2,0,3.6 L,7802,76.8,5.2,10.4,57.1,63.4,0.9 L,1.5 R,Straight,0.9 L,0.7 R,46.7,1.7 R,1 R,27.7,6.9,48.6,,0.35,0.72,Indoor ,2211 Glenmount,,,,,,,,,,
00821,4 Iron,20250119  8:23:00 PM,Alex,2,,124.1,86,1.44,187.8,198.3,10.5,3.1 R,3030,59.1,5.2,9,29.2,59,0.9 R,29.3 R,Push,0.4 R,9 R,20.1,8.5 R,8.9 R,12.7,6.8,31.6,,0.5,0.22,Indoor ,2211 Glenmount,,,,,,,,,,
00822,4 Iron,20250119  8:23:00 PM,Alex,3,,98.5,83.6,1.18,81.6,122.2,40.6,11.2 R,1844,9.3,2,9.3,26.5,60.5,36.6 L,2.6 R,Push/Draw,15.8 L,0.6 R,12,16.5 R,4.4 R,7,7.4,10.1,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00823,4 Iron,20250119  8:23:00 PM,Alex,4,,126.1,90.9,1.39,200.7,208.1,7.4,13.7 R,3017,85.6,6,4.5,28.3,54.8,3.6 L,51.3 R,Push,1.8 L,15.1 R,23.7,16.9 R,15.5 R,16.7,4.5,39,,0.52,0.07,Indoor ,2211 Glenmount,,,,,,,,,,
00824,4 Iron,20250119  8:23:00 PM,Alex,5,,99.1,86.5,1.15,114,140.1,26.1,9.8 R,1732,23.1,3.1,7.2,25.7,61.9,19.2 L,10.6 R,Push/Draw,8.5 L,5.2 R,17.1,13.7 R,7.2 R,11.5,5.7,18.4,,1.04,0.44,Indoor ,2211 Glenmount,,,,,,,,,,
00825,4 Iron,20250119  8:23:00 PM,Alex,6,,92.4,85.4,1.08,91.3,121.7,30.4,9.8 R,1656,15.3,2.5,8.1,24.5,62.5,17.5 L,11.1 R,Push/Draw,7.4 L,6.7 R,15.3,14.1 R,8.3 R,10.1,6.4,14.9,,1.29,0.24,Indoor ,2211 Glenmount,,,,,,,,,,
00826,4 Iron,20250119  8:23:00 PM,Alex,7,,118.7,86.7,1.37,174.9,185.6,10.7,0.5 R,3109,53.7,5,11.6,34.1,61.2,1.2 R,23.3 R,Push,0.7 R,7.7 R,22.5,6.9 R,7.5 R,12.9,8.7,30.5,,0.36,0.73,Indoor ,2211 Glenmount,,,,,,,,,,
00827,4 Iron,20250119  8:23:00 PM,Alex,8,,130.4,87.8,1.49,201.3,209.9,8.6,1.8 R,3436,66.8,5.6,12,33.7,60.8,2 L,25.9 R,Push,1.2 L,7.5 R,21.7,8.6 R,7.8 R,12.2,8.9,33.9,,0.52,1.15,Indoor ,2211 Glenmount,,,,,,,,,,
00828,4 Iron,20250119  8:23:00 PM,Alex,9,,121.4,85.6,1.42,171.4,187.8,16.4,1.4 L,2693,40.4,4.5,8.3,23.7,60.5,1 L,8.4 R,Straight,0.4 L,2.9 R,15.4,3.3 R,3 R,10.3,5.2,24.4,,0.7,0.01,Indoor ,2211 Glenmount,,,,,,,,,,
00829,4 Iron,20250119  8:23:00 PM,Alex,10,,85.5,82.3,1.04,68.7,103.3,34.6,8.5 R,1500,9.5,1.9,8.9,23.7,61.4,19 L,7.5 R,Push/Draw,7.7 L,5.7 R,13.5,13.4 R,7.4 R,8.7,7.1,11.7,,1.38,0.04,Indoor ,2211 Glenmount,,,,,,,,,,
00830,4 Iron,20250119  8:23:00 PM,Alex,11,,107.7,89.7,1.2,130.1,157.1,27,9.3 R,1884,25.3,3.4,6.8,21.6,59.9,22.7 L,8.3 R,Push/Draw,8.3 L,4.9 R,13.1,13.3 R,6.1 R,10.5,5.4,18.4,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00831,4 Iron,20250119  8:23:00 PM,Alex,12,,117.7,87.8,1.34,175.1,183.1,8.1,2.9 R,3601,61,5.2,8.1,30.2,60.9,7.5 R,35.7 R,Push/Fade,3.9 R,11.4 R,21.8,7.5 R,10.4 R,14,6.3,33.8,,0.29,0.15,Indoor ,2211 Glenmount,,,,,,,,,,
00832,4 Iron,20250119  8:23:00 PM,Alex,13,,117.4,84.6,1.39,161.9,179,17.1,0.3 R,3167,38,4.4,11.4,28.8,61.4,3.6 L,13 R,Push,1.8 L,4.7 R,17.3,6.6 R,5.2 R,10.1,9.2,24.4,,1.01,0.35,Indoor ,2211 Glenmount,,,,,,,,,,
00833,4 Iron,20250119  8:23:00 PM,Alex,14,,106.7,85,1.26,139,157.8,18.9,2.4 L,2790,32.6,3.9,8.7,26.7,65.3,6.9 R,12.4 R,Push/Fade,3.2 R,4.9 R,17.7,1.7 R,4.2 R,11.5,6.8,22.9,,0.94,0.06,Indoor ,2211 Glenmount,,,,,,,,,,
00834,4 Iron,20250119  8:23:00 PM,Alex,15,,127.6,85.7,1.49,191,199.4,8.4,0.5 R,3864,58.1,5.4,14.1,28.9,59.2,5.9 R,41.2 R,Push/Fade,3 R,12.4 R,14.7,9.4 R,11.3 R,11,10.7,32,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00835,4 Iron,20250119  8:23:00 PM,Alex,16,,128.4,90.4,1.42,153.7,186.1,32.5,8.6 R,2937,20.8,3.5,9.4,25.2,59.2,37 L,6.5 L,Draw,15.2 L,0.9 L,10.8,14.3 R,2.5 R,6.2,7.4,14.6,,0.01,0.11,Indoor ,2211 Glenmount,,,,,,,,,,
00836,4 Iron,20250119  8:23:00 PM,Alex,17,,123.8,90.1,1.37,189.6,198.3,8.7,7.3 R,3276,66.7,5.5,8.3,29.9,58.2,2.2 R,45 R,Push,1.2 R,13.6 R,21.6,12.4 R,13.3 R,13.9,6.6,34.4,,0.28,0.15,Indoor ,2211 Glenmount,,,,,,,,,,
00837,4 Iron,20250119  8:23:00 PM,Alex,18,,129.1,87.7,1.47,191.7,205.8,14,6.3 L,2853,49.7,5,11.8,30.1,62.7,4.4 L,8.6 L,Straight,2.3 L,2.4 L,18.2,0.1 L,1.8 L,10.4,8.5,27.4,,0.31,0.42,Indoor ,2211 Glenmount,,,,,,,,,,
00838,4 Iron,20250119  8:23:00 PM,Alex,19,,128.3,86.8,1.48,201.5,206.3,4.8,3.7 L,3923,93.2,6.3,8,35.1,59.9,11 R,28.8 R,Push/Fade,6.7 R,7.7 R,26.5,1 R,5.8 R,16.5,5.5,41.8,,0.16,0.22,Indoor ,2211 Glenmount,,,,,,,,,,
00839,4 Iron,20250119  8:23:00 PM,Alex,20,,128.6,86.6,1.49,180.1,199.2,19.2,3.3 R,3218,37.9,4.5,10.4,26.3,55.4,21 L,0.4 L,Draw,9.4 L,1.2 R,14.2,10.6 R,3.4 R,8.4,8,23.1,,0.21,0.84,Indoor ,2211 Glenmount,,,,,,,,,,
00840,4 Iron,20250119  8:23:00 PM,Alex,21,,107.9,85.2,1.27,136.1,157,20.9,0.1 L,2908,28.1,3.7,12,29.8,59.5,5.2 L,10.4 R,Push,2.7 L,4.3 R,17.6,7 R,5 R,10,9.7,20.6,,1.38,0.75,Indoor ,2211 Glenmount,,,,,,,,,,
